image_id,forehead_mean_l,forehead_mean_a,forehead_mean_b,forehead_std_l,forehead_std_a,forehead_std_b,forehead_p10_l,forehead_p90_l,forehead_contrast_l,forehead_ratio_a_b,forehead_ratio_a_l,forehead_ratio_b_l,forehead_brightness_ratio,forehead_chroma_energy,sternum_mean_l,sternum_mean_a,sternum_mean_b,sternum_std_l,sternum_std_a,sternum_std_b,sternum_p10_l,sternum_p90_l,sternum_contrast_l,sternum_ratio_a_b,sternum_ratio_a_l,sternum_ratio_b_l,sternum_brightness_ratio,sternum_chroma_energy
11,0.6625393033027649,-5.534716862598543e-08,1.4395941434486303e-06,0.11277851462364197,1.0,1.0,0.5277777910232544,0.7870370149612427,0.2592592239379883,-0.022687039471141795,-8.35378140017742e-08,2.1728401068919886e-06,5.874651132466185,1.4406576994298504e-06,0.3939076364040375,6.607600653296686e-07,-1.680283276073169e-06,0.10564815998077393,1.0000001192092896,1.0,0.2631579041481018,0.5263158082962036,0.2631579041481018,-0.24652620535607542,1.6774449815614552e-06,-4.265667519789232e-06,3.7284597101928787,1.8055347550755287e-06
12,0.6952520608901978,-1.936867192853242e-06,1.2829190154661774e-06,0.10170233994722366,1.0,1.0,0.5555555820465088,0.7973856329917908,0.24183005094528198,-0.8484169520388044,-2.785844898508306e-06,1.8452547534613306e-06,6.836088777919993,2.3232166758604123e-06,0.552700400352478,-1.8460409592080396e-06,1.6377085785279633e-06,0.10042940080165863,0.9999998807907104,0.9999999403953552,0.43478259444236755,0.6811594367027283,0.24637684226036072,-0.699865396137987,-3.3400330775908133e-06,2.963098297712899e-06,5.503327637256129,2.4677837448321563e-06
13,0.6389090418815613,-9.5367431640625e-07,-2.1389553239714587e-06,0.1019931510090828,1.0,1.0,0.5447154641151428,0.7560975551605225,0.21138209104537964,0.30381901555694824,-1.492658205211053e-06,-3.347819229249131e-06,6.26418314737151,2.3419275351126423e-06,0.39655452966690063,2.538590251788264e-06,-2.972284846691764e-06,0.11635805666446686,0.9999998807907104,1.0,0.26923078298568726,0.557692289352417,0.28846150636672974,-0.6390755823823856,6.401600940782829e-06,-7.4952550761010164e-06,3.4080332123214845,3.908825613448096e-06
14,0.6275350451469421,-2.528656068534474e-06,-1.7098018361139111e-06,0.11679834872484207,0.9999999403953552,0.9999999403953552,0.460317462682724,0.7539682388305664,0.2936507761478424,0.9331516551633844,-4.02949932213435e-06,-2.724627293263367e-06,5.372770071049818,3.052461929609397e-06,0.4462319612503052,1.394181026626029e-06,5.177089406060986e-07,0.1157381534576416,0.9999999403953552,1.0,0.3103448152542114,0.6034482717514038,0.2931034564971924,0.9186089567801198,3.124334479281086e-06,1.1601763777277325e-06,3.8555056600929625,1.4871998124621646e-06
15,0.688881516456604,-3.038701606783434e-06,7.277443501152447e-07,0.10283668339252472,1.0,1.0,0.5882353186607361,0.7941176295280457,0.20588231086730957,-1.7587680761802202,-4.411059265103088e-06,1.0564128610180642e-06,6.698736238808341,3.1246310652928104e-06,0.4160323143005371,3.9963495623851486e-07,-3.2016209843277466e-06,0.11445508152246475,1.0,1.0,0.26530611515045166,0.5714285969734192,0.30612248182296753,-0.09511447075525684,9.605840265710637e-07,-7.695588007682811e-06,3.634872946605992,3.226466337269851e-06
16,0.6259036064147949,5.267915526019351e-07,-3.2379514323110925e-06,0.1091795414686203,1.0,1.0000001192092896,0.4941176474094391,0.7529411911964417,0.25882354378700256,-0.12430334821337455,8.416483074304516e-07,-5.173234705617841e-06,5.7327486930872835,3.2805241681624924e-06,0.39973464608192444,4.6548390031375675e-08,-2.5476729206275195e-06,0.12730875611305237,1.0,0.9999999403953552,0.25,0.5882353186607361,0.3382353186607361,-0.013120823444778586,1.1644793374728395e-07,-6.37339438100895e-06,3.1398665607917358,2.5480981266649187e-06
17,0.7748609185218811,2.157120434276294e-06,7.583981300740561e-07,0.09098637104034424,1.0,0.9999999403953552,0.7179487347602844,0.8525640964508057,0.13461536169052124,1.2267531438886627,2.7838772079433136e-06,9.787526163639179e-07,8.516148006719567,2.286555551844777e-06,0.6160871982574463,6.38621200366174e-09,1.9391377463762183e-06,0.07511232048273087,0.9999999403953552,0.9999999403953552,0.529411792755127,0.7176470756530762,0.18823528289794922,0.002172818205453473,1.0365743122047466e-08,3.147500231072282e-06,8.202116406225041,1.9391482622854795e-06
18,0.5144399404525757,1.693907279332052e-06,1.1024020523109357e-06,0.11005611717700958,0.9999999403953552,1.0,0.37974682450294495,0.6582278609275818,0.27848103642463684,0.8057009255057229,3.292714763023816e-06,2.142912753679957e-06,4.674308701228093,2.0210423439189683e-06,0.445600301027298,1.7892746200232068e-06,-3.368230181877152e-06,0.1044171079993248,1.0000001192092896,1.0,0.3272727131843567,0.581818163394928,0.2545454502105713,-0.4096108825598346,4.015416058925722e-06,-7.558842790880476e-06,4.267471510115653,3.8139845600064223e-06
19,0.6261444091796875,-6.539481205436459e-07,-1.7387526440870715e-06,0.11819112300872803,0.9999999403953552,0.9999999403953552,0.45967742800712585,0.7419354915618896,0.2822580635547638,0.23877589747124875,-1.0444029628842648e-06,-2.7769151040570746e-06,5.297691531722881,1.857662214096618e-06,0.6789389252662659,6.982258469179214e-07,-2.2411345526052173e-06,0.08900129050016403,0.9999999403953552,1.0,0.5684210658073425,0.7894737124443054,0.2210526466369629,-0.2154263686327644,1.0284059324454842e-06,-3.300932040086303e-06,7.628342163452688,2.34738224756541e-06
20,0.7031768560409546,-3.0245100788306445e-06,7.06173125308851e-07,0.13774564862251282,1.0,0.9999999403953552,0.4960629940032959,0.834645688533783,0.33858269453048706,-1.7726865075800256,-4.3012021110267876e-06,1.0042596183059012e-06,5.104863625161402,3.1058560333435645e-06,0.4611879587173462,-2.6254426188643265e-07,-2.3024422262096778e-06,0.1235385537147522,0.9999999403953552,0.9999999403953552,0.3166666626930237,0.6333333253860474,0.3166666626930237,0.07950003176520772,-5.692769892336927e-07,-4.992405352923465e-06,3.7331279323075157,2.3173626592492744e-06
21,0.6906813979148865,-1.8687475176193402e-06,-9.763808748175506e-07,0.1325017660856247,0.9999999403953552,1.0,0.49668875336647034,0.807947039604187,0.3112582862377167,0.9455401746851319,-2.7056538913702384e-06,-1.4136466743110356e-06,5.21258852414115,2.1084441888079303e-06,0.3965294361114502,2.1469024886755506e-06,-1.2897310170956189e-06,0.09510482102632523,0.9999999403953552,0.9999999403953552,0.2763157784938812,0.5131579041481018,0.23684212565422058,-0.9376221366816976,5.414218665606125e-06,-3.2525397791485613e-06,4.169360317090273,2.504515201059832e-06
22,0.683793306350708,-2.0208813111821655e-07,-9.582156508258777e-07,0.1340719610452652,1.0,1.0,0.5043478012084961,0.834782600402832,0.33043479919433594,0.10320014092063144,-2.955393591922781e-07,-1.401321482098482e-06,5.10016561892631,9.79294055034806e-07,0.4281195402145386,2.8383163908074494e-07,-2.792903330828267e-07,0.13134825229644775,1.0,1.0,0.27941176295280457,0.6176470518112183,0.3382352888584137,-0.22186647685890742,6.629713186349621e-07,-6.523637780679001e-07,3.2594059937874253,3.9820031328061326e-07
23,0.71513432264328,9.468623716202273e-07,1.4884130905556958e-06,0.1305423229932785,1.0,0.9999999403953552,0.5537189841270447,0.8512396812438965,0.2975206971168518,0.38050851573392924,1.3240324476218554e-06,2.081302717720934e-06,5.478145540083283,1.7640640234775606e-06,0.6557069420814514,-3.633045153605963e-08,9.627569852455053e-07,0.10424681752920151,0.9999999403953552,0.9999999403953552,0.532608687877655,0.782608687877655,0.25,-0.018509908159371726,-5.540645339864847e-08,1.468271044863923e-06,6.289896111232995,9.63442221592882e-07
24,0.7301627993583679,-1.4214288057701197e-06,-5.381447749641666e-07,0.1012115404009819,0.9999999403953552,1.0,0.6153846383094788,0.8538461327552795,0.23846149444580078,0.9241189964080163,-1.9467259360422983e-06,-7.370192488823217e-07,7.214163348391603,1.5198880382101513e-06,0.7139302492141724,3.4650167890504235e-06,8.855546980157669e-07,0.052154991775751114,1.0000001192092896,1.0,0.6499999761581421,0.7833333611488342,0.13333338499069214,1.8376644245307645,4.853432025652868e-06,1.2403921231778288e-06,13.688384112870047,3.57638762882033e-06
25,0.6330472230911255,-7.050377917039441e-07,-4.450480162176973e-07,0.08694622665643692,1.0,1.0,0.5431034564971924,0.7155172228813171,0.17241376638412476,0.48789921427616406,-1.113718933229603e-06,-7.030238771456655e-07,7.280832838896068,8.337541750840483e-07,0.6384787559509277,5.404154421739804e-07,-2.7701967155735474e-06,0.05615968629717827,1.0,1.0,0.5727272629737854,0.7090908885002136,0.13636362552642822,-0.14333879183059253,8.464096741314937e-07,-4.338738526560988e-06,11.368802592125864,2.8224171720556423e-06
26,0.6430211663246155,-1.8290111256646924e-06,1.1058081099690753e-06,0.1160879135131836,1.0,1.0,0.4888888895511627,0.7481481432914734,0.25925925374031067,-0.8685554571691494,-2.8443982516480725e-06,1.7197044952425988e-06,5.539048879560673,2.13730982168674e-06,0.46580931544303894,1.1920928955078125e-06,2.8156100029264053e-07,0.0788407176733017,0.9999998211860657,1.0,0.3815789520740509,0.5657894611358643,0.18421050906181335,0.9301881808478892,2.559180971280114e-06,6.044541972516084e-07,5.908170562356698,1.224892676280658e-06
27,0.763482391834259,-4.995437166144256e-07,-1.607622380106477e-06,0.11487337946891785,0.9999999403953552,0.9999999403953552,0.7078651785850525,0.8370786309242249,0.12921345233917236,0.19157057418491238,-6.54295459413044e-07,-2.1056415860522976e-06,6.646246059077417,1.6834469524841487e-06,0.3165498971939087,-1.519066927357926e-06,1.1080787771788891e-06,0.12855790555477142,1.0,1.0,0.1846153885126114,0.4923076927661896,0.3076923042535782,-0.7205930555359981,-4.798807840457314e-06,3.5004758697623167e-06,2.4623023650356517,1.8802667114606143e-06
28,0.6969013214111328,4.904611046185892e-07,1.1217026667509344e-06,0.09558452665805817,0.9999998807907104,1.0,0.6016949415206909,0.7881355881690979,0.18644064664840698,0.23116391957486482,7.037730963866957e-07,1.6095550729112775e-06,7.2908770373174665,1.2242422014208809e-06,0.4977363646030426,-3.019968630724179e-07,-2.854211061276146e-06,0.10295900702476501,0.9999998807907104,0.9999999403953552,0.3733333349227905,0.6399999856948853,0.2666666507720947,0.07835504031074661,-6.067393861685823e-07,-5.734371707361065e-06,4.834278658152399,2.8701433566316308e-06
29,0.6000690460205078,3.197079649908119e-06,-1.1395840147088165e-06,0.07899712771177292,1.0,1.0,0.5180723071098328,0.6987951993942261,0.1807228922843933,-1.494252914552281,5.3278440927192296e-06,-1.8990849856049478e-06,7.59600339149659,3.3941081324018664e-06,0.4618171751499176,3.876572463923367e-06,1.7438616168874432e-06,0.09391407668590546,1.0,0.9999999403953552,0.35384616255760193,0.5846154093742371,0.23076924681663513,1.4128163169980992,8.394153094266884e-06,3.776078358807214e-06,4.917401885263286,4.250749040687085e-06
30,0.663646399974823,-1.6121637145261047e-06,5.426861093837942e-07,0.09250736236572266,1.0,1.0,0.5522388219833374,0.7686567306518555,0.21641790866851807,-1.0450367736636084,-2.4292473903872234e-06,8.177325932481349e-07,7.17391793566898,1.701052631682138e-06,0.3404090404510498,7.175264045145013e-07,1.1273792779320502e-06,0.09615767002105713,0.9999999403953552,0.9999998807907104,0.23188406229019165,0.4637681245803833,0.23188406229019165,0.33728184342003337,2.1078297325301133e-06,3.311827337519925e-06,3.5400868208400316,1.3363488232815931e-06
31,0.6056808233261108,2.0753768694703467e-06,-2.1267505871946923e-06,0.08535252511501312,1.0,1.0,0.5083333253860474,0.699999988079071,0.19166666269302368,-0.6637487741970384,3.4265133764017934e-06,-3.511333022205635e-06,7.096154757638422,2.9715748704122376e-06,0.3558424413204193,-2.016339976762538e-06,1.5412058473884827e-06,0.1173199787735939,0.9999998211860657,1.0,0.2142857164144516,0.5,0.2857142835855484,-0.7934579478615112,-5.6663682468912615e-06,4.331134618273612e-06,3.033075968511362,2.5379011733941102e-06
32,0.6413388848304749,-3.52859501617786e-06,-6.539481205436459e-07,0.07608701288700104,0.9999999403953552,0.9999999403953552,0.5634920597076416,0.7142857313156128,0.1507936716079712,2.133437543989001,-5.501911076543403e-06,-1.0196592103678438e-06,8.428921462082789,3.5886809460521562e-06,0.770456075668335,2.413704351056367e-06,4.813784926227527e-07,0.03223860263824463,1.0,1.0,0.7368420958518982,0.8120300769805908,0.07518798112869263,1.6293637062213244,3.132821317738685e-06,6.247959916588211e-07,23.89784651856629,2.4612382955472213e-06
33,0.5730648040771484,2.0983673039154382e-06,1.4645712553829071e-06,0.08071988075971603,1.0,1.0,0.4864864945411682,0.6666666865348816,0.18018019199371338,0.8514127150239065,3.6616515747167973e-06,2.555677279926723e-06,7.099350238546188,2.558928350742789e-06,0.2941410541534424,-2.8928120627824683e-06,1.2897310170956189e-06,0.09811490029096603,1.0,1.0000001192092896,0.17777778208255768,0.42222222685813904,0.24444444477558136,-1.2633851055797027,-9.834744885793862e-06,4.384721595854556e-06,2.9979040428835093,3.1672965960008005e-06
34,0.686187207698822,-1.8766947960102698e-06,-2.1389553239714587e-06,0.07628299295902252,1.0,0.9999999403953552,0.6142857074737549,0.7642857432365417,0.15000003576278687,0.5978724136907576,-2.7349563501009307e-06,-3.1171554683875843e-06,8.995179474512062,2.845542696098211e-06,0.44749313592910767,-8.470245802527643e-07,-2.28881845032447e-06,0.1047481968998909,1.0,1.0,0.3243243098258972,0.5810810923576355,0.2567567825317383,0.2575467734222903,-1.8928171617134902e-06,-5.114745125256941e-06,4.272053143822945,2.4405205465429053e-06
35,0.6816694736480713,-4.2801812583093124e-07,1.6995838905131677e-06,0.08291877061128616,0.9999999403953552,1.0,0.5947712659835815,0.7712418437004089,0.1764705777168274,-0.15854966661160833,-6.278959444147874e-07,2.493263176586725e-06,8.22084369774281,1.7526508257298993e-06,0.5473958253860474,1.0581243259366602e-06,6.244296173463226e-07,0.11754845082759857,0.9999999403953552,1.0,0.39534884691238403,0.6976743936538696,0.3023255467414856,0.651382069520019,1.9330114404489397e-06,1.1407256827000201e-06,4.656736560929369,1.2286331576830354e-06
36,0.6921268105506897,1.2837705298807123e-06,-2.068564981527743e-06,0.08288505673408508,1.0,1.0,0.6058394312858582,0.7810218930244446,0.17518246173858643,-0.41836185239967216,1.8548171454912114e-06,-2.9887037480575943e-06,8.350352735094795,2.4345487993041084e-06,0.37245267629623413,-2.173014991058153e-06,1.0183879339820123e-06,0.10211881995201111,0.9999998807907104,0.9999999403953552,0.2535211145877838,0.49295774102211,0.23943662643432617,-1.0766091862088585,-5.834322841613805e-06,2.7342673701306928e-06,3.647222218676651,2.3998141876911257e-06
37,0.5516979694366455,-2.242270056740381e-06,7.039025007316013e-08,0.09079485386610031,1.0000001192092896,1.0,0.4588235318660736,0.658823549747467,0.20000001788139343,-2.094815471821725,-4.0642998826516246e-06,1.275881485605048e-07,6.076257295297365,2.243374644293697e-06,0.3590632975101471,-2.677100155779044e-06,1.871018184829154e-06,0.08932267129421234,0.9999999403953552,1.0,0.25806450843811035,0.4838709533214569,0.22580644488334656,-0.9324567047067837,-7.455768157243174e-06,5.210816552364913e-06,4.019811236010094,3.2661252719443518e-06
38,0.48277121782302856,-8.1062319168268e-07,-7.969992452672159e-07,0.1222044974565506,1.0,0.9999999403953552,0.31683167815208435,0.6237623691558838,0.30693069100379944,0.45109823714040537,-1.6791007472178793e-06,-1.6508805101940946e-06,3.950495091226769,1.136801546379282e-06,0.6167227029800415,-2.116532641593949e-06,-7.220676820907102e-07,0.07011356204748154,0.9999999403953552,0.9999998807907104,0.5263158082962036,0.7052631378173828,0.1789473295211792,1.229064724694404,-3.4318976737342044e-06,-1.170812275580849e-06,8.795943167446394,2.23631217866659e-06
39,0.6595376133918762,9.312516340287402e-07,3.2924469905992737e-07,0.09799358993768692,1.0,1.0,0.5691056847572327,0.7479674816131592,0.1788617968559265,0.7005870587163846,1.4119743940987743e-06,4.992045838934088e-07,6.730357398416235,9.877406935730961e-07,0.6956414580345154,-1.1171613323313068e-06,-2.524966248529381e-06,0.051377955824136734,1.0,1.0,0.6290322542190552,0.7661290168762207,0.13709676265716553,0.3169282352128584,-1.6059418447340905e-06,-3.6296896765954743e-06,13.539443277430669,2.761069357815699e-06
40,0.714318573474884,-1.607622380106477e-06,1.5383675417979248e-06,0.11314914375543594,0.9999999403953552,0.9999999403953552,0.5620437860488892,0.8102189898490906,0.24817520380020142,-0.6333292376437334,-2.2505646489372057e-06,2.153612471116214e-06,6.313024003034612,2.225089753397962e-06,0.4315120279788971,-2.866699446713028e-07,-2.3160662294685608e-06,0.093091681599617,0.9999998807907104,0.9999999403953552,0.3188405930995941,0.5507246255874634,0.23188403248786926,0.08644879952148757,-6.643367084743552e-07,-5.367314725853021e-06,4.635305596145512,2.333740010468725e-06
41,0.741509735584259,-1.4191581954037247e-07,8.060818572630524e-07,0.11060764640569687,1.0,0.9999999403953552,0.6410256624221802,0.8397436141967773,0.19871795177459717,-0.07857662650763382,-1.9138741049858522e-07,1.0870804946983212e-06,6.703912937009486,8.184791142383949e-07,0.4312747120857239,3.9849962263360794e-07,-2.8337751700746594e-06,0.09067947417497635,0.9999999403953552,0.9999999403953552,0.328125,0.546875,0.21875,-0.10394444247648657,9.240020049039973e-07,-6.5706810994990496e-06,4.755993128725127,2.8616575028767493e-06
42,0.5946735739707947,-2.2933595573704224e-06,6.590570933440176e-07,0.11461134254932404,1.0,1.0,0.44628098607063293,0.7190082669258118,0.27272728085517883,-1.3823270860123906,-3.85649506091554e-06,1.1082651288474035e-06,5.188573592890951,2.386179857359735e-06,0.37667161226272583,1.7256963928957703e-06,1.6030811593736871e-06,0.11463668197393417,1.0,1.0,0.24242424964904785,0.5454545617103577,0.3030303120613098,0.6629437528989609,4.581422531702709e-06,4.255900501349836e-06,3.2857661266072355,2.355397470490354e-06
43,0.5137490630149841,-1.3561475498136133e-06,7.294473221008957e-07,0.11952589452266693,1.0,1.0,0.3670886158943176,0.6582278609275818,0.29113924503326416,-0.7841508281190053,-2.639702936200048e-06,1.4198486279886266e-06,4.298196360464776,1.5398797266623243e-06,0.38954466581344604,-1.0354178812121972e-06,-2.209345439041499e-06,0.12092509865760803,1.0,0.9999999403953552,0.234375,0.546875,0.3125,0.32262587523810915,-2.6580141228116253e-06,-5.67159548400561e-06,3.221353125071962,2.439938002849136e-06
44,0.5585079193115234,1.3755900454270886e-06,-2.5840033686108654e-06,0.08262713253498077,0.9999998807907104,1.0,0.46464645862579346,0.6565656661987305,0.191919207572937,-0.3838138260345045,2.4629688047288213e-06,-4.6266107474096895e-06,6.759307056529175,2.9273403256318522e-06,0.3934146761894226,4.3369473701204697e-07,5.631220005852811e-07,0.13287995755672455,0.9999999403953552,1.0,0.24390244483947754,0.5853658318519592,0.3414633870124817,0.27745418262276283,1.1023829584340985e-06,1.431366451991984e-06,2.9606625616125646,7.107724758705263e-07
45,0.6684245467185974,2.916937773989048e-06,1.9391377463762183e-06,0.1009589284658432,0.9999999403953552,1.0,0.5646258592605591,0.761904776096344,0.1972789168357849,0.9924467737469802,4.363893313636408e-06,2.9010527139420988e-06,6.620701469145151,3.5026819976619657e-06,0.3980885148048401,-1.9016719932096748e-07,2.157120434276294e-06,0.11496653407812119,0.9999999403953552,1.0,0.2698412835597992,0.5555555820465088,0.2857142984867096,-0.06023438233662425,-4.776995933042731e-07,5.418681864388726e-06,3.462625496814915,2.1654865808104025e-06
46,0.617931067943573,-1.0796956075864728e-06,-4.58671934211452e-07,0.10096624493598938,1.0,0.9999999403953552,0.5038759708404541,0.713178277015686,0.20930230617523193,0.7401908422747222,-1.7472723355814997e-06,-7.422691878378709e-07,6.120124089107571,1.1730824984947978e-06,0.4141150712966919,2.091271426252206e-06,1.0672069947759155e-06,0.0932910144329071,0.9999998807907104,1.0,0.30000001192092896,0.5249999761581421,0.22499996423721313,1.0116410362083257,5.049964421095656e-06,2.577072151375934e-06,4.4389230290928285,2.347838782360828e-06
47,0.5784188508987427,-3.2220568755292334e-06,1.930055077536963e-06,0.09429612010717392,1.0,1.0,0.46875,0.6770833134651184,0.2083333134651184,-1.0996574433808017,-5.570446571850594e-06,3.3367718527261185e-06,6.134013957598454,3.7558971114064637e-06,0.3611380457878113,3.8385392144846264e-06,-3.197079649908119e-06,0.07850077748298645,1.0,1.0,0.27941176295280457,0.45588234066963196,0.1764705777168274,-0.9145738310133473,1.0628978669728158e-05,-8.852766509735356e-06,4.60039323142817,4.9955681948095624e-06
48,0.6655139923095703,-2.279735781485215e-06,-1.3646625802721246e-06,0.11013447493314743,1.0,1.0,0.5241379141807556,0.7724137902259827,0.24827587604522705,0.964085024436283,-3.425521299788803e-06,-2.050536195339893e-06,6.042694170189396,2.6569718085405e-06,0.45607978105545044,-2.0055542790942127e-06,2.5998979253927246e-06,0.13206927478313446,0.9999999403953552,1.0,0.30188679695129395,0.6415094137191772,0.3396226167678833,-0.5571142073078142,-4.397366349121334e-06,5.700520682709119e-06,3.453318937999912,3.2835525256731467e-06
49,0.43869563937187195,1.5939984905344318e-06,4.473186550058017e-07,0.13096174597740173,0.9999999403953552,0.9999999403953552,0.2750000059604645,0.612500011920929,0.3375000059604645,1.1013459164789403,3.6334868961310643e-06,1.0196537079615536e-06,3.34978192536961,1.6555739690337748e-06,0.3518870770931244,7.515861852880334e-07,-6.88007901317178e-07,0.09814190864562988,0.9999999403953552,1.0,0.24358974397182465,0.4743589758872986,0.23076923191547394,-0.44525039527454785,2.1358671526944976e-06,-1.9551895790294203e-06,3.5854661528700604,1.0189389904163477e-06
